id,intent,text
99,Incoming policy/program inquiry,"Our agency was closed due to inclement weather on Monday, 2/15/2021, and Tuesday, 2/16/2021.  Because of this, we were not able to submit the weekly survey that was due on 2/16/2021 and the link is now closed.  Is there anything that can be done about this?  Thank you."
100,Incoming policy/program inquiry,I was wondering if there is any aid for this upcoming year for my 5 yr old son to go to a private school. We need him in school 5 days a week for our healthcare jobs. thanks
101,Incoming policy/program inquiry,"Greetings,

Outer Cape Health Services has the following questions about the HRSA mask distribution:

When will masks be shipped?
How many masks will we receive?
Can we request a certain amount?
Will masks be shipped to individual sites or just to the administrative site?
Can we verify the address they will be shipped to?
How will we be notified?

Thank you."
102,Incoming policy/program inquiry,"Received email for Distribution Masks but their Organization does not show up when try to search organization. 
Also asked what type of masks will be distributed and if they will include child masks"
103,Incoming policy/program inquiry,Caller asking if she will be eligible for HRSA's loan repayment when she gets new job
104,Incoming policy/program inquiry,Caller asking where to find if there are any grants available for special mental service for her son
105,Incoming policy/program inquiry,client wants to become a LAL and asking what that entails
106,Incoming policy/program inquiry,Board member of FQHC asking for documentation of allowable expenses for ARP
107,Incoming policy/program inquiry,"If a health system would like to enter a sub-WAC contract (non-PVP realted) directly with a manufacturer, does each covered entity require a separate contract or can one contract be written and within the contract each covered entity is listed as eligible to have the sub-WAC price loaded into their WAC bucket?"
108,Incoming policy/program inquiry,"I am an FNP working at Nevada Urban Indians, an Indian Health Service clinic in Reno, Nevada.  We see many non-insured patients who cannot afford their medications (specifically insulin) and we have no pharmacy at the clinic.  I am inquiring if there are 340B pharmacies in Reno, NV that we can partner with for reduced drug prices, or any other services/programs that may assist these patients?  Thank you"
109,Incoming policy/program inquiry,Caller asking how to do application for BPHC information management. Says it is similar to FQHC. Caller stated that this is not a EHB application. Then asked how to become a FQHC and how long the process is.
110,Incoming policy/program inquiry,"Hi, may I get the funding bulletins, please?"
111,Incoming policy/program inquiry,Caller asking if they are eligible for more funding through ARP
112,Incoming policy/program inquiry,"Re: Negotiated Indirect Cost Rate Agreement. (NICRA)

Outside In is a FQHC and we have been implementing funding from HRSA.
What will be the process to submit an application for a NICRA?

Thank you

Terry Ndifuanja"
113,Incoming policy/program inquiry,Caller asking if FQHC's provide services to undocumented immigrants
114,Incoming policy/program inquiry,Caller asking for assistance with CARES Provider Relief
115,Incoming policy/program inquiry,Caller is affiliated with FQHC and asking for the policy on compliance for employee electronic signatures
116,Incoming policy/program inquiry,Awardee asking for assistance with next step for health center COVID vaccine program because they are supposed to reply by 11:59pm this evening.
117,Incoming policy/program inquiry,Caller had question with website for Health Center COVID Vaccine Program
118,Incoming policy/program inquiry,We have a large bill fro our lab provider when COVID hit for COVID testing that would thought would be covered but due to the type of lab for some reason it was not covered under the resident's insurance.  Would this qualify to be covered under the CARES ACT? If so how do we go about submitting the request.  Thank you.
119,Incoming policy/program inquiry,can nonprofit add new 340b to pharmacy now if not in contract this year but will be next year
120,Incoming policy/program inquiry,Caller has questions regarding becoming a FQHC LAL and what it entails
121,Incoming policy/program inquiry,Is the workplan included in the H8F application or does the workplan get submitted later
122,Incoming policy/program inquiry,Provider asking if there is any funding available to reimburse providers for treating/testing uninsured COVID patients.
123,Incoming policy/program inquiry,asking if they need to submit anything in addition to their LAL application
124,Incoming policy/program inquiry,"Caller is asking what forms to fill out to be a patient at a FQHC and Free Clinic.
And asked how does the free services work at Free Clinics"
125,Incoming policy/program inquiry,Caller asking about the vendor required in the FQHC Policy
126,Incoming policy/program inquiry,Caller Lisa Moore asking for HRSA grant that can help them with their medical expense bills.
127,Incoming policy/program inquiry,Caller asking for more information about the different types of grants that HRSA offers for health centers
128,Incoming policy/program inquiry,Bigs Spring Pediatrics received email that they were awarded the Rural Health Clinic COVID-19 Vaccine Distribution (RHCVD) Program but never received NoA
129,Incoming policy/program inquiry,Caller asking how to become FQHC LAL
130,Incoming policy/program inquiry,"I want to confirm that no award determination has been made for the HRSA-22-092 Fiscal Year 2021 Ending the HIV Epidemic ? Primary Care HIV Prevention, (CFDA) Number: 93.527 funding. I applied on behalf of my health center by the March 1, 2021 due date and other HIV funding awards have been made by HRSA and CDC. Please let me know if this grant is still opending award."
131,Incoming policy/program inquiry,assisted living asking for eligibility information for any ARP grants for PPE supplies
132,Incoming policy/program inquiry,asking how to make complaint on a FQHC
133,Incoming policy/program inquiry,caller asking what hrsa provides for women without insurance? for both medical and dental treatment
134,Incoming policy/program inquiry,Caller interested in their health clinic becoming FQHC asking if they need a separate corporation to do this
135,Incoming policy/program inquiry,asking assistance with application for COVID-19 Provider Relief
136,Incoming policy/program inquiry,"Want to submit a report on Provider Relief Fund payments that the organization received between April 10 and June 30 2020, how do I access portal or what procedures do I follow?"
137,Incoming policy/program inquiry,"Caller checking status of ticket. Would like to know when will they receive masks

	
mflemen@newhorizonfhs.org"
138,Incoming policy/program inquiry,Can a provider submit for reimbursement for rapid COVID testing done the same day as COVID PCR testing on same patient
139,Incoming policy/program inquiry,Caller is interested in applying to be LAL and asked if they can have nursing home as a site
140,Incoming policy/program inquiry,Caller requesting assistance with the Medicare Physician Bonus Payment
141,Incoming policy/program inquiry,I am a 55 year old female senior citizens without Healthcare.
142,Incoming policy/program inquiry,"Victoria Foster asking who to speak to about Nurse Education, Practice, Quality and Retention-Mobile Health Training Program (NEPQR-MHTP) grant"
143,Incoming policy/program inquiry,caller does not find HRSA website helpful on explaining how to become FQHC or the eligibility requirements. Asking where to find clear information
